icon_filename,inferred_unit_key,status,non_tow_corps_keys,non_tow_corps_names,tow_keys,unit_names,original_pack,original_internal_icon_path,original_extracted_path,original_sha256
austria_gen_staff_245_0_0542_icon.tga,ntw3_gen_staff_245_0_0542,assigned_to_corps,ntw3_ac_b08_x5_245,6. Chasteler / VIII.K,ntw3_tow_b08_x8_046,Johann Chasteler de Courcelles,NTW3/Version94/Graphics/cards94.pack,ui/units/icons/austria_gen_staff_245_0_0542_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/austria_gen_staff_245_0_0542_icon.tga,c5951846bbaac8d1b8c0fd0e531a0e650c6097c8cf7eb5f9e8168a96d7bab483
austria_gen_staff_273_5_0596_icon.tga,ntw3_gen_staff_273_5_0596,assigned_to_corps,ntw3_ac_b16_x7_273,11. Schwarzenberg / Böhmen,,Karl Philipp zu Schwarzenberg,NTW3/Version94/Graphics/cards94.pack,ui/units/icons/austria_gen_staff_273_5_0596_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/austria_gen_staff_273_5_0596_icon.tga,86965e854dff49cf27dedc7db387c6180cb479ee22c1c9d09190d528bbbcf9c2
austria_gen_staff_278_0_0603_icon.tga,ntw3_gen_staff_278_0_0603,assigned_to_corps,ntw3_ac_b16_x7_278,5. Gyulay / Lindenau,,Ignaz Gyulay de Máros-Németh,NTW3/Version94/Graphics/cards94.pack,ui/units/icons/austria_gen_staff_278_0_0603_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/austria_gen_staff_278_0_0603_icon.tga,0abfb4f6b0a6bd281f4dfcb1f7b455059310ad3289d1e9ec127cb1aaa4c45c7c
austria_gen_staff_279_4_0597_icon.tga,ntw3_gen_staff_279_4_0597,assigned_to_corps,ntw3_ac_b17_x7_279,10. Schwarzenberg / Böhmen,ntw3_tow_b17_x8_055,Karl Philipp zu Schwarzenberg,NTW3/Version94/Graphics/cards94.pack,ui/units/icons/austria_gen_staff_279_4_0597_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/austria_gen_staff_279_4_0597_icon.tga,86965e854dff49cf27dedc7db387c6180cb479ee22c1c9d09190d528bbbcf9c2
austria_gen_staff_286_1_0604_icon.tga,ntw3_gen_staff_286_1_0604,assigned_to_corps,ntw3_ac_b17_x7_286,6. Bellegarde / Italien,,Heinrich von Bellegarde,NTW3/Version94/Graphics/cards94.pack,ui/units/icons/austria_gen_staff_286_1_0604_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/austria_gen_staff_286_1_0604_icon.tga,0cfe9db39ed4087eb6d093875dedd33a8a8fa801fd638195c911761f323964de
austria_gen_staff_287_2_0606_icon.tga,ntw3_gen_staff_287_2_0606,assigned_to_corps,ntw3_ac_b17_x7_287,9. Bianchi / Süd,ntw3_tow_b17_x8_055,Vinzenz Ferrerius von Bianchi,NTW3/Version94/Graphics/cards94.pack,ui/units/icons/austria_gen_staff_287_2_0606_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/austria_gen_staff_287_2_0606_icon.tga,c56c6687fe89b36cef823904bc8c6b5253976eb20be9a25303adcadaf581788c
bavaria_gen_staff_296_3_0619_icon.tga,ntw3_gen_staff_296_3_0619,assigned_to_corps,ntw3_ac_b17_x8_296,5. Wrede / V.K,ntw3_tow_b17_x8_055,Carl Philipp von Wrede,NTW3/Version94/Graphics/cards94.pack,ui/units/icons/bavaria_gen_staff_296_3_0619_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/bavaria_gen_staff_296_3_0619_icon.tga,f22dff5f551a3160c8dd51908f2dfd53ad30ae94219a0a6bf393366032164898
britain1_gen_staff_059_7_0092_icon.tga,ntw3_gen_staff_059_7_0092,assigned_to_corps,ntw3_ac_b12_x5_059,8. Wellington / RC,ntw3_tow_b12_x8_012,Arthur Wellesley 'Wellington',NTW3/Version94/Graphics/cards94.pack,ui/units/icons/britain1_gen_staff_059_7_0092_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/britain1_gen_staff_059_7_0092_icon.tga,8614ec2e12d377c18612ef08f1f4a6dfc57a2650c073fb003c21e7b3178f6bd2
britain1_gen_staff_171_8_0093_icon.tga,ntw3_gen_staff_171_8_0093,assigned_to_corps,ntw3_ac_b13_x6_171,11. Wellington / Coa,ntw3_tow_b13_x8_049,Arthur Wellesley 'Wellington',NTW3/Version94/Graphics/cards94.pack,ui/units/icons/britain1_gen_staff_171_8_0093_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/britain1_gen_staff_171_8_0093_icon.tga,8a2a843e4db0ed8cb6534406fdcf3715783287d8de10d879c378965cfa5942d1
britain1_gen_staff_284_8_0607_icon.tga,ntw3_gen_staff_284_8_0607,assigned_to_corps,ntw3_ac_b17_x6_284,8. Wellington / Pyrenees,,Arthur Wellesley 'Wellington',NTW3/Version94/Graphics/cards94.pack,ui/units/icons/britain1_gen_staff_284_8_0607_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/britain1_gen_staff_284_8_0607_icon.tga,8614ec2e12d377c18612ef08f1f4a6dfc57a2650c073fb003c21e7b3178f6bd2
britain2_gen_staff_058_4_0091_icon.tga,ntw3_gen_staff_058_4_0091,assigned_to_corps,ntw3_ac_b12_x6_058,7. Hill / II.C,ntw3_tow_b12_x8_012,Rowland Hill 'Daddy Hill',NTW3/Version94/Graphics/cards94.pack,ui/units/icons/britain2_gen_staff_058_4_0091_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/britain2_gen_staff_058_4_0091_icon.tga,9a00c1a501beb62fed060a74cd76c584bb6503e4f186ae3ceb7a629705d5199c
britain2_gen_staff_060_5_0094_icon.tga,ntw3_gen_staff_060_5_0094,assigned_to_corps,ntw3_ac_b12_r6_060,9. Uxbridge / CC,ntw3_tow_b12_x8_012,Henry Paget 'Uxbridge' [C2],NTW3/Version94/Graphics/cards94.pack,ui/units/icons/britain2_gen_staff_060_5_0094_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/britain2_gen_staff_060_5_0094_icon.tga,f9ced7b49204babe12cec8148371d245041297276cf8b6e0bcb155e7345b56fc
britain_egy_gen_staff_071_4_0107_icon.tga,ntw3_gen_staff_071_4_0107,assigned_to_corps,ntw3_ac_b04_x6_071,9. Abercromby / EF.E,ntw3_tow_b04_x8_016,Ralph Abercromby,NTW3/Version94/Graphics/cards94.pack,ui/units/icons/britain_egy_gen_staff_071_4_0107_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/britain_egy_gen_staff_071_4_0107_icon.tga,9a60f11f197e616a7249520d56e9df18c637ba6ddb1b8156669a6b32042e57d8
britain_egy_gen_staff_072_2_0108_icon.tga,ntw3_gen_staff_072_2_0108,assigned_to_corps,ntw3_ac_b04_x7_072,7. Baird / EF.I,ntw3_tow_b04_x8_016,David Baird,NTW3/Version94/Graphics/cards94.pack,ui/units/icons/britain_egy_gen_staff_072_2_0108_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/britain_egy_gen_staff_072_2_0108_icon.tga,d0ea21c2002f13613e41029c60e2f94ab0e55d20d0b34677a1a2e5bca5c96323
britain_egy_gen_staff_214_1_0565_icon.tga,ntw3_gen_staff_214_1_0565,assigned_to_corps,britain,"8. UK (Spain, 1808)",,David Baird,NTW3/Version94/Graphics/cards94.pack,ui/units/icons/britain_egy_gen_staff_214_1_0565_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/britain_egy_gen_staff_214_1_0565_icon.tga,d0ea21c2002f13613e41029c60e2f94ab0e55d20d0b34677a1a2e5bca5c96323
britain_pen1_gen_staff_032_0_0065_icon.tga,ntw3_gen_staff_032_0_0065,assigned_to_corps,ntw3_ac_b05_x7_032,4. Cathcart / Hanover,,William Cathcart,NTW3/Version94/Graphics/cards94.pack,ui/units/icons/britain_pen1_gen_staff_032_0_0065_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/britain_pen1_gen_staff_032_0_0065_icon.tga,44e1ae7347238e461b740d7b8bda01a5ad829eeed531f96cb19d14ef034b0773
britain_pen1_gen_staff_055_0_0088_icon.tga,ntw3_gen_staff_055_0_0088,assigned_to_corps,ntw3_ac_b08_x7_055,5. Pitt / Walcheren.R,ntw3_tow_b08_x8_045,John Pitt 'the Late Lord',NTW3/Version94/Graphics/cards94.pack,ui/units/icons/britain_pen1_gen_staff_055_0_0088_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/britain_pen1_gen_staff_055_0_0088_icon.tga,e798fac77c728369b591d113b4fae3d28fd24b4936203abd3c09e32b1d873c19
britain_pen1_gen_staff_056_3_0089_icon.tga,ntw3_gen_staff_056_3_0089,assigned_to_corps,ntw3_ac_b08_x7_056,7. Hope / Walcheren.L,ntw3_tow_b08_x8_045,John Hope 'Earl of Hopetoun',NTW3/Version94/Graphics/cards94.pack,ui/units/icons/britain_pen1_gen_staff_056_3_0089_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/britain_pen1_gen_staff_056_3_0089_icon.tga,68affd9f1e502919d0f970536446c95e251e6c048346a2161fb0d3fd0f62eca7
britain_pen1_gen_staff_163_8_0195_icon.tga,ntw3_gen_staff_163_8_0195,assigned_to_corps,ntw3_ac_b09_x4_163,13. Wellesley / Peninsular,ntw3_tow_b09_x8_020,Arthur Wellesley 'Wellington',NTW3/Version94/Graphics/cards94.pack,ui/units/icons/britain_pen1_gen_staff_163_8_0195_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/britain_pen1_gen_staff_163_8_0195_icon.tga,4102c174bcb13680317246aabf2f193617f74a48632f1463c77fb0304d43320c
britain_pen1_gen_staff_172_2_0363_icon.tga,ntw3_gen_staff_172_2_0363,assigned_to_corps,ntw3_ac_b13_x6_172,8. Beresford / Guadiana,ntw3_tow_b13_x8_049,William Carr Beresford,NTW3/Version94/Graphics/cards94.pack,ui/units/icons/britain_pen1_gen_staff_172_2_0363_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/britain_pen1_gen_staff_172_2_0363_icon.tga,86ff94547e8da0764e08cb0337bf1d7a4ba46c5c06c187be328bf536e9d5b433
britain_pen1_gen_staff_173_3_0360_icon.tga,ntw3_gen_staff_173_3_0360,assigned_to_corps,ntw3_ac_b13_x6_173,5. Graham / Cádiz,ntw3_tow_b13_x8_049,Sir Thomas Graham,NTW3/Version94/Graphics/cards94.pack,ui/units/icons/britain_pen1_gen_staff_173_3_0360_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/britain_pen1_gen_staff_173_3_0360_icon.tga,82e4ead2b1e69067e0d210cc2c81093af693f962d9a0d36322555d37f59a93bf
britain_pen1_gen_staff_193_5_0220_icon.tga,ntw3_gen_staff_193_5_0220,assigned_to_corps,ntw3_ac_b07_x7_193,4. Moore / Baltic,,John Moore,NTW3/Version94/Graphics/cards94.pack,ui/units/icons/britain_pen1_gen_staff_193_5_0220_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/britain_pen1_gen_staff_193_5_0220_icon.tga,edba94039ef17f7610b606a2acd2fe892e260609b5146c3be3541fa2c3a9df8c
britain_pen1_gen_staff_214_0_0566_icon.tga,ntw3_gen_staff_214_0_0566,assigned_to_corps,britain,"8. UK (Spain, 1808)",,Alexander Mackenzie Fraser,NTW3/Version94/Graphics/cards94.pack,ui/units/icons/britain_pen1_gen_staff_214_0_0566_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/britain_pen1_gen_staff_214_0_0566_icon.tga,21950acb36eacf65b471f459a8d799375dccf0e6ab0546bc32fb4d3ad1f37620
britain_pen1_gen_staff_214_2_0564_icon.tga,ntw3_gen_staff_214_2_0564,assigned_to_corps,britain,"8. UK (Spain, 1808)",,John Hope 'Earl of Hopetoun',NTW3/Version94/Graphics/cards94.pack,ui/units/icons/britain_pen1_gen_staff_214_2_0564_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/britain_pen1_gen_staff_214_2_0564_icon.tga,68affd9f1e502919d0f970536446c95e251e6c048346a2161fb0d3fd0f62eca7
britain_pen1_gen_staff_214_3_0567_icon.tga,ntw3_gen_staff_214_3_0567,assigned_to_corps,britain,"8. UK (Spain, 1808)",,Edward Paget,NTW3/Version94/Graphics/cards94.pack,ui/units/icons/britain_pen1_gen_staff_214_3_0567_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/britain_pen1_gen_staff_214_3_0567_icon.tga,e8d444717d6a9319d2d66cb01ba2c56218ec2ec47f4f2eef7c54627a021982ee
britain_pen1_gen_staff_214_5_0356_icon.tga,ntw3_gen_staff_214_5_0356,assigned_to_corps,britain,"8. UK (Spain, 1808)",,John Moore,NTW3/Version94/Graphics/cards94.pack,ui/units/icons/britain_pen1_gen_staff_214_5_0356_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/britain_pen1_gen_staff_214_5_0356_icon.tga,edba94039ef17f7610b606a2acd2fe892e260609b5146c3be3541fa2c3a9df8c
britain_spa_gen_staff_164_2_0196_icon.tga,ntw3_gen_staff_164_2_0196,assigned_to_corps,ntw3_ac_b09_x6_164,7. Beresford / Sul,ntw3_tow_b09_x8_020,William Carr Beresford,NTW3/Version94/Graphics/cards94.pack,ui/units/icons/britain_spa_gen_staff_164_2_0196_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/britain_spa_gen_staff_164_2_0196_icon.tga,86ff94547e8da0764e08cb0337bf1d7a4ba46c5c06c187be328bf536e9d5b433
britain_us_gen_staff_013_1_0038_icon.tga,ntw3_gen_staff_013_1_0038,assigned_to_corps,ntw3_ac_b10_x6_013,6. Drummond / EF.A,ntw3_tow_b10_x8_026,George Prévost,NTW3/Version94/Graphics/cards94.pack,ui/units/icons/britain_us_gen_staff_013_1_0038_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/britain_us_gen_staff_013_1_0038_icon.tga,f7c85ac3e4a89ec26ae983fb17bb82859fa512abd64cc1873a302d1603fb9ea3
britain_us_gen_staff_013_2_0494_icon.tga,ntw3_gen_staff_013_2_0494,assigned_to_corps,ntw3_ac_b10_x6_013,6. Drummond / EF.A,ntw3_tow_b10_x8_026,Gordon Drummond,NTW3/Version94/Graphics/cards94.pack,ui/units/icons/britain_us_gen_staff_013_2_0494_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/britain_us_gen_staff_013_2_0494_icon.tga,8bea216ce5a7369d54a3744a651bd8f0212d5dcf5d1fd596307b06d46906f619
britain_us_gen_staff_014_1_0040_icon.tga,ntw3_gen_staff_014_1_0040,assigned_to_corps,ntw3_ac_b10_x6_014,9. Ross / EF.EC,ntw3_tow_b10_x8_026,Roger Hale Sheaffe,NTW3/Version94/Graphics/cards94.pack,ui/units/icons/britain_us_gen_staff_014_1_0040_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/britain_us_gen_staff_014_1_0040_icon.tga,5eb55d8542dd812e61ef0aa9c4e35c06a5df8c020bfd1db70dceda8f0850fd7f
britain_us_gen_staff_014_4_0498_icon.tga,ntw3_gen_staff_014_4_0498,assigned_to_corps,ntw3_ac_b10_x6_014,9. Ross / EF.EC,ntw3_tow_b10_x8_026,Robert Ross,NTW3/Version94/Graphics/cards94.pack,ui/units/icons/britain_us_gen_staff_014_4_0498_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/britain_us_gen_staff_014_4_0498_icon.tga,a36b2efbda1dc63ce54132b37d8fe1d91d2797a49573df16052ed966457ef5b1
britain_us_gen_staff_015_5_0039_icon.tga,ntw3_gen_staff_015_5_0039,assigned_to_corps,ntw3_ac_b10_x6_015,6. Brock / Confederacy,ntw3_tow_b10_x8_026,Isaac Brock,NTW3/Version94/Graphics/cards94.pack,ui/units/icons/britain_us_gen_staff_015_5_0039_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/britain_us_gen_staff_015_5_0039_icon.tga,1b76f6e662ada92604eb1681fd7cdd2c9a8a81643303035a656eed1c783b708e
denmarkc_gen_staff_005_0_0227_icon.tga,ntw3_gen_staff_005_0_0227,assigned_to_corps,denmark,7. Danmark,,Ernst Peymann,NTW3/Version94/Graphics/cards94.pack,ui/units/icons/denmarkc_gen_staff_005_0_0227_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/denmarkc_gen_staff_005_0_0227_icon.tga,cd95efede4fec6487418569687e11249dc52fbb50fcabc542108e5d7cf708804
denmarkc_gen_staff_005_0_0228_icon.tga,ntw3_gen_staff_005_0_0228,assigned_to_corps,denmark,7. Danmark,,Frederik Ahlefeldt-Laurvig 'Teatergal',NTW3/Version94/Graphics/cards94.pack,ui/units/icons/denmarkc_gen_staff_005_0_0228_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/denmarkc_gen_staff_005_0_0228_icon.tga,133ee0d8d5e789ad1270182a09b009fa1a6dc5fde500c6bbde626ca85759254a
denmarkc_gen_staff_005_1_0539_icon.tga,ntw3_gen_staff_005_1_0539,assigned_to_corps,denmark,7. Danmark,,Christian von Augustenbrog,NTW3/Version94/Graphics/cards94.pack,ui/units/icons/denmarkc_gen_staff_005_1_0539_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/denmarkc_gen_staff_005_1_0539_icon.tga,e9ab09cc6e4d8dab9e5f2868bd29cb5e7af9b8e8e6290c2e9aaa7d2ad6b28ec9
denmarkc_gen_staff_005_2_0229_icon.tga,ntw3_gen_staff_005_2_0229,assigned_to_corps,denmark,7. Danmark,,Frederik af Hessen-Kassel,NTW3/Version94/Graphics/cards94.pack,ui/units/icons/denmarkc_gen_staff_005_2_0229_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/denmarkc_gen_staff_005_2_0229_icon.tga,23edcd235815920f9a3b7e7699210efd519d9a26d779125bfc08ec56c77465d9
denmarkc_gen_staff_005_3_0230_icon.tga,ntw3_gen_staff_005_3_0230,assigned_to_corps,denmark,7. Danmark,,Johann von Ewald,NTW3/Version94/Graphics/cards94.pack,ui/units/icons/denmarkc_gen_staff_005_3_0230_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/denmarkc_gen_staff_005_3_0230_icon.tga,47200d905f2f9804b90f2bde33d5e3920f602c848f5328dce0ad3231ea90df44
denmarkc_gen_staff_129_3_0166_icon.tga,ntw3_gen_staff_129_3_0166,not_referenced_by_allowed_corps_or_tow_rows,,,,,NTW3/Version94/Graphics/cards94.pack,ui/units/icons/denmarkc_gen_staff_129_3_0166_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/denmarkc_gen_staff_129_3_0166_icon.tga,47200d905f2f9804b90f2bde33d5e3920f602c848f5328dce0ad3231ea90df44
denmarkc_gen_staff_179_2_0555_icon.tga,ntw3_gen_staff_179_2_0555,assigned_to_corps,ntw3_ac_a07_x7_179,4. Hessen-Kassel / DK,,Frederik af Hessen-Kassel,NTW3/Version94/Graphics/cards94.pack,ui/units/icons/denmarkc_gen_staff_179_2_0555_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/denmarkc_gen_staff_179_2_0555_icon.tga,23edcd235815920f9a3b7e7699210efd519d9a26d779125bfc08ec56c77465d9
denmarkc_gen_staff_269_2_0589_icon.tga,ntw3_gen_staff_269_2_0589,assigned_to_corps,ntw3_ac_a16_x7_269,7. Hessen-Kassel / Slesvig,,Frederik af Hessen-Kassel,NTW3/Version94/Graphics/cards94.pack,ui/units/icons/denmarkc_gen_staff_269_2_0589_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/denmarkc_gen_staff_269_2_0589_icon.tga,23edcd235815920f9a3b7e7699210efd519d9a26d779125bfc08ec56c77465d9
franc_gen_staff_115_5_0151_icon.tga,ntw3_gen_staff_115_5_0151,assigned_to_corps,ntw3_ac_a08_x5_115,7. Poniatowski,ntw3_tow_c08_x8_048,Józef Poniatowski [C4],NTW3/Version94/Graphics/cards94.pack,ui/units/icons/franc_gen_staff_115_5_0151_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/franc_gen_staff_115_5_0151_icon.tga,18f872ff01af4add978f6407636b3668c37c017599d337704599164185482323
franc_gen_staff_121_4_0157_icon.tga,ntw3_gen_staff_121_4_0157,assigned_to_corps,ntw3_ac_a11_x5_121,9. Poniatowski / V.C,ntw3_tow_a11_x8_028,Józef Poniatowski,NTW3/Version94/Graphics/cards94.pack,ui/units/icons/franc_gen_staff_121_4_0157_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/franc_gen_staff_121_4_0157_icon.tga,18f872ff01af4add978f6407636b3668c37c017599d337704599164185482323
franc_gen_staff_121_5_0157_icon.tga,ntw3_gen_staff_121_5_0157,not_referenced_by_allowed_corps_or_tow_rows,,,,,NTW3/Version94/Graphics/cards94.pack,ui/units/icons/franc_gen_staff_121_5_0157_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/franc_gen_staff_121_5_0157_icon.tga,18f872ff01af4add978f6407636b3668c37c017599d337704599164185482323
franc_gen_staff_277_3_0591_icon.tga,ntw3_gen_staff_277_3_0591,assigned_to_corps,ntw3_ac_a16_x5_277,4. Dąbrowski,,Jan Henryk Dąbrowski,NTW3/Version94/Graphics/cards94.pack,ui/units/icons/franc_gen_staff_277_3_0591_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/franc_gen_staff_277_3_0591_icon.tga,60b00381dcc716898f8e2eba84500794d54e4e5737ca8409bbeaa56964888f3c
france_1799_1807_gen_staff_080_7_0554_icon.tga,ntw3_gen_staff_080_7_0554,assigned_to_corps,ntw3_ac_a03_x5_080,12. Bonaparte / Italie.C,ntw3_tow_a03_x8_032,Jean Lannes 'le Brave des Braves',NTW3/Version94/Graphics/cards94.pack,ui/units/icons/france_1799_1807_gen_staff_080_7_0554_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/france_1799_1807_gen_staff_080_7_0554_icon.tga,86269c76c694b7d1a11838d9dcb59b4d6d58d53a603278837e15800227a92cb7
france_1799_1807_gen_staff_090_0_0124_icon.tga,ntw3_gen_staff_090_0_0124,assigned_to_corps,ntw3_ac_a05_x5_090,7. Bernadotte / I.C,ntw3_tow_a05_x8_004,Jean-Baptiste Bernadotte 'Sergent Belle-Jambe',NTW3/Version94/Graphics/cards94.pack,ui/units/icons/france_1799_1807_gen_staff_090_0_0124_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/france_1799_1807_gen_staff_090_0_0124_icon.tga,302378b376bd925188f37fa473d6b73b6f10a91a393b8a8d2f7081b7bb876cba
france_1799_1807_gen_staff_091_3_0125_icon.tga,ntw3_gen_staff_091_3_0125,assigned_to_corps,ntw3_ac_a05_x5_091,7. Masséna / Italie,ntw3_tow_a05_x8_004,André Masséna 'l'Enfant chéri de la Victoire',NTW3/Version94/Graphics/cards94.pack,ui/units/icons/france_1799_1807_gen_staff_091_3_0125_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/france_1799_1807_gen_staff_091_3_0125_icon.tga,16f4d32e388018e19af89a8e5906b96478d0b0043ea40a01da2a4ab50031b216
france_1799_1807_gen_staff_092_6_0126_icon.tga,ntw3_gen_staff_092_6_0126,assigned_to_corps,ntw3_ac_a05_x4_092,6. Davout / III.C,ntw3_tow_a05_x8_001,Louis Nicolas Davout 'le Maréchal de Fer',NTW3/Version94/Graphics/cards94.pack,ui/units/icons/france_1799_1807_gen_staff_092_6_0126_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/france_1799_1807_gen_staff_092_6_0126_icon.tga,d9968a04a8ea54c25b65354b981f9d9d30f1f9425f35284cbad6f95001ea2653
france_1799_1807_gen_staff_093_6_0127_icon.tga,ntw3_gen_staff_093_6_0127,assigned_to_corps,ntw3_ac_a05_x2_093,13. Soult / IV.C,ntw3_tow_a05_x8_001,Jean-de-Dieu Soult 'Bras de Fer',NTW3/Version94/Graphics/cards94.pack,ui/units/icons/france_1799_1807_gen_staff_093_6_0127_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/france_1799_1807_gen_staff_093_6_0127_icon.tga,73bbbcc74049fab5f29572dab4adfcf935dca6d77ccdc69e766eb4fa837a5c82
france_1799_1807_gen_staff_094_7_0128_icon.tga,ntw3_gen_staff_094_7_0128,assigned_to_corps,ntw3_ac_a05_x4_094,9. Lannes / V.C,ntw3_tow_a05_x8_001,Jean Lannes 'le Brave des Braves',NTW3/Version94/Graphics/cards94.pack,ui/units/icons/france_1799_1807_gen_staff_094_7_0128_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/france_1799_1807_gen_staff_094_7_0128_icon.tga,86269c76c694b7d1a11838d9dcb59b4d6d58d53a603278837e15800227a92cb7
france_1799_1807_gen_staff_095_4_0129_icon.tga,ntw3_gen_staff_095_4_0129,assigned_to_corps,ntw3_ac_a05_x5_095,8. Ney / VI.C,ntw3_tow_a05_x8_004,Michel Ney 'le Lion rouge',NTW3/Version94/Graphics/cards94.pack,ui/units/icons/france_1799_1807_gen_staff_095_4_0129_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/france_1799_1807_gen_staff_095_4_0129_icon.tga,50301e96efe50fceeb09f5af496ad17185873107d6c3a595452a594c77459754
france_1799_1807_gen_staff_098_3_0133_icon.tga,ntw3_gen_staff_098_3_0133,assigned_to_corps,ntw3_ac_a05_x5_098,5. Marmont / II.C,ntw3_tow_a05_x8_004,Auguste Viesse de Marmont 'Monsieur de Culfier',NTW3/Version94/Graphics/cards94.pack,ui/units/icons/france_1799_1807_gen_staff_098_3_0133_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/france_1799_1807_gen_staff_098_3_0133_icon.tga,649a8c0905983c96120f28655bc2a4ad2371804adb82a4ded6a5f48e9f284606
france_1799_1807_gen_staff_099_0_0134_icon.tga,ntw3_gen_staff_099_0_0134,assigned_to_corps,ntw3_ac_a06_x4_099,6. Bernadotte / I.C,ntw3_tow_a06_x8_002,Jean-Baptiste Bernadotte 'Sergent Belle-Jambe',NTW3/Version94/Graphics/cards94.pack,ui/units/icons/france_1799_1807_gen_staff_099_0_0134_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/france_1799_1807_gen_staff_099_0_0134_icon.tga,302378b376bd925188f37fa473d6b73b6f10a91a393b8a8d2f7081b7bb876cba
france_1799_1807_gen_staff_101_8_0136_icon.tga,ntw3_gen_staff_101_8_0136,assigned_to_corps,ntw3_ac_a06_x2_101,12. Davout / III.C,ntw3_tow_a06_x8_002,Louis Nicolas Davout 'le Maréchal de Fer',NTW3/Version94/Graphics/cards94.pack,ui/units/icons/france_1799_1807_gen_staff_101_8_0136_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/france_1799_1807_gen_staff_101_8_0136_icon.tga,d9968a04a8ea54c25b65354b981f9d9d30f1f9425f35284cbad6f95001ea2653
france_1799_1807_gen_staff_102_6_0137_icon.tga,ntw3_gen_staff_102_6_0137,assigned_to_corps,ntw3_ac_a06_x3_102,10. Soult / IV.C,ntw3_tow_a06_x8_002,Jean-de-Dieu Soult 'Bras de Fer',NTW3/Version94/Graphics/cards94.pack,ui/units/icons/france_1799_1807_gen_staff_102_6_0137_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/france_1799_1807_gen_staff_102_6_0137_icon.tga,73bbbcc74049fab5f29572dab4adfcf935dca6d77ccdc69e766eb4fa837a5c82
